name,address,phone_numbers,websites
Digna Ochoa Center for Immigration Legal Assistance,"1226 Picken St, Suite 201, Columbia, SC 29201",(803) 929-1940,
Immigrant Connection - Greenville Multicultural Church,"103 S. Texas Ave, Greenville, SC 29611",(864) 295-0945,https://greenvillemulticultural.com/immigrant-legal-services-clinic/ 	immigrantconnectiongm@gmail.com
Immigrant Connection at Iglesia Wesleyana El Camino,"103 Crescent Ridge Drive, Greenville, SC 29615",(864) 520-1151,http://www.elcamin.webs.com 	immigrationscwesleyan@gmail.com
South Carolina Legal Services (Charleston Office),"2803 Carner Ave, Charleston, SC 29405",(843) 720-7044,http://www.sclegal.org 
South Carolina Legal Services (Columbia Office),"2109 Bull St, Columbia, SC 29201",(803) 799-9668,http://www.sclegal.org 
South Carolina Legal Services (Conway Office),"1201 B Creel Street, Wing A-1, Conway, SC 29526",(843) 381-8182,http://www.sclegal.org 
South Carolina Legal Services (Florence Office),"320 S. Coit St, Florence, SC 29501",(843) 413-9500,http://www.sclegal.org 
South Carolina Legal Services (Greenville Office),"701 S. Main St., Greenville, SC 29601",(864) 679-3232,http://www.sclegal.org 
South Carolina Legal Services (Greenwood Office),"316 W. Cambridge Ave, Greenwood, SC 29646",(864) 223-4879,http://www.sclegal.org 
South Carolina Legal Services (Orangeburg Office),"126 Associate Pkwy, PO Box 1646, Orangeburg, SC 29116",(803) 533-0116,http://www.sclegal.org 
South Carolina Legal Services (Pee Dee Office),"320 South Coit St., Florence, SC 29501",(843) 413-9500,http://www.sclegal.org 
South Carolina Legal Services (Rock Hill Office),"214 Johnston St, Rock Hill, SC 29731",(864) 679-3232,http://www.sclegal.org 
South Carolina Legal Services (Spartanburg Office),"148 E. Main St, Spartanburg, SC 29306",(864) 582-0369,http://www.sclegal.org 
South Carolina Victim Assistance Network - Immigrant Victim Program  (Greenville Office),"PO Box 8574 , 12 E. Stone Avenue, 2nd Floor (29609), Greenville, SC 29604",(803) 750-1200,http://www.scvan.org 	tricia@scvan.org
South Carolina Victim Assistance Network - Immigrant Victim Program (Columbia Office),"PO  Box 212863, Columbia, SC 29221",(803) 750-1200,http://www.scvan.org 	tricia@scvan.org
LSS-SD Center for New Americans,"114 S. Main Ave, Suite 100, Sioux Falls, SD 57104",(605) 731-2000,http://www.LssSd.org 	info@LssSD.org
Sisters of the Presentation of the Blessed Virgin Mary - Caminando Juntos,"617 E. 7th St, Sioux Falls, SD 57103",(605) 274-3735,http://www.presentationsisters.org 	lolson@presentationsisters.org
"Catholic Charities of East Tennessee, Inc. - Office of Immigrant Services (Chattanooga Office)","859 McCallie Avenue, #200, Chattanooga, TN 37403",(423) 826-0663,http://www.ccetn.org/Catholic_Charities_of_East_Tenn/Office_of_Immigrant_Services.html 	alessandra@ccetn.org
"Catholic Charities of East Tennessee, Inc. - Office of Immigrant Services (Johnson City Office)","1409 West Market St, Suite 109, Johnson City, TN 37604",(423) 328-0070 ext. 104,http://www.ccetn.org/Catholic_Charities_of_East_Tenn/Office_of_Immigrant_Services.html 	alma@ccetn.org
"Catholic Charities of East Tennessee, Inc. - Office of Immigrant Services (Knoxville Office)","119 Dameron Ave, Knoxville, TN 37917",(865) 971-3550,http://www.ccetn.org/Catholic_Charities_of_East_Tenn/Office_of_Immigrant_Services.html 	alessandra@ccetn.org
"Catholic Charities of Tennessee, Inc.","2806 McGavock Pike, Entrance #6, Nashville, TN 37214",(615) 760-2778,http://www.cctenn.org 	immigration@cctenn.org
Catholic Charities of West Tennessee,"1325 Jefferson Ave, Memphis, TN 38104",(901) 722-4730,http://www.CCWTN.org 	chris.butson@acc.cdom.org
Community Legal Center,"910 Vance Ave, Memphis, TN 38126",(901) 543-3395,http://www.clcmemphis.com 	info@clcmemphis.com
"Latino Memphis, Inc. - Derechos Immigration Program","6041 Mt. Moriah Rd. Ext., Suite 16, Memphis, TN 38115",(901) 410-0195,http://www.latinomemphis.org 	casey@latinomemphis.org
Legal Aid Society of Middle Tennessee and the Cumberlands (Nashville Office),"300 Deaderick St, Nashville, TN 37201",(615) 244-6610,http://www.las.org 
Mid-South Immigration Advocates,"258 N. Merton St., Memphis, TN 38112",(901) 244-4367,http://www.miamemphis.org 	info@miamemphis.org
"Southern Migrant Legal Services - A Project of Texas Rio Grande Legal Aid, Inc. (Nashville Office)","311 Plus Park Blvd., Suite 135, Nashville, TN 37217",(615) 750-1200,http://www.trla.org 
Tennessee Coalition To End Domestic & Sexual Violence - Immigration Legal Clinic,"2 International Plaza Dr, Suite 425, Nashville, TN 37217",(615) 386-9406,http://www.tncoalition.org 
Tennessee Immigrant and Refugee Rights Coalition,"2195 Nolensville Pike, Nashville, TN 32711",(615) 833-0384,http://www.tnimmigrant.org 	Camila@tnimmigrant.org
Tennessee Justice For Our Neighbors,"2195 Nolensville Pike, Nashville, TN 37211",(615) 454-6185,http://tnjfon.org 	wade@tnjfon.org
Volunteer Immigrant Defense Advocates,"2108 Keller Bend Road, Knoxville, TN 37922",(865) 410-8432,http://www.vidaimmigration.org 	info@vidaimmigration.org
World Relief Memphis,"3340 Poplar Ave, Ste 222, Memphis, TN 38111",(901) 341-0229,http://www.worldreliefmemphis.org 	cwilliams@wr.org
YWCA Immigrant Women's Services,"766 S. Highland Street, Memphis, TN 38111",(901) 458-2550,http://www.memphisywca.org/iws-espanol 	inegrette@memphisywca.org
African Law Center,"9898 Bissonnet Street, Suite 589, Houston, TX 77036",(281) 624-6421,http://www.africanlawcenter.org 	info@africanlawcenter.org
American Gateways (Austin Office),"314 E. Highland Mall Blvd., Suite 501, Austin, TX 78752",(512) 478-0546 ext. 200,http://www.americangateways.org 	info@americangateways.org
Baptist Immigration Center - Iglesia Bautista Cristiana,"505 Titus St., McKinney, TX 75069",(972) 562-4561,camacho@justice.com
Bernardo Kohler Center,"4009 Bannister Ln, Suite 240, Austin, TX 78704",(512) 831-4272,http://www.bernardokohler.org 	info@bernardokohler.org
Boat People SOS (Houston Office),"11360 Bellaire Blvd, Suite 910, Houston, TX 77072",(281) 530-6888,http://www.bpsos.org 	info@bpsos.org
Border Association for Refugees from Central America,"1701 North 8th, B-30, McAllen, TX 78501",(956) 631-7447,rgvbarca@aol.com
Casa De Proyecto Libertad,"113 N. 1st St, Harlingen, TX 78550",(956) 425-9552,nrogelio@hushmail.com
Casa Marianella,"821 Gunter Street, Austin, TX 78702",(512) 385-5571,http://www.casamarianella.org/ 	info@casamarianella.org
Catholic Charities - Immigration Program,"102 Ave J, Lubbock, TX 79401",(806) 741-0409,http://www.cclubbock.org 	rosario@cclubbock.org
"Catholic Charities Archdiocese of San Antonio, Inc - Caritas Legal Services","1801 W. Cesar E. Chavez Blvd, San Antonio, TX 78207",(210) 433-3256,http://www.ccaosa.org 	salvarez@ccaosa.org
Catholic Charities Dallas - Immigration and Legal Services,"9461 LBJ Frwy, Suite 100, Dallas, TX 75243",(214) 634-7182,http://www.catholiccharitiesdallas.org 
Catholic Charities East Texas - Immigration Services,"202 W. Front St, PO Box 2016, Tyler, TX 75710",(903) 258-9492,http://www.ccetx.org 	aolivares@cctyler.org
Catholic Charities Fort Worth - Immigration Services (Fort Worth Office),"249 W. Thornhill Dr, Fort Worth, TX 76115",(817) 534-0814,http://www.ccdofw.org 	ics@ccdofw.org
Catholic Charities of Central Texas - Immigration Legal Services (Austin Office),"1625 Rutherford Ln, Bldg A, 2nd Floor, Austin, TX 78754",(512) 651-6100,http://www.ccctx.org 
Catholic Charities of Corpus Christi - Immigration & Refugee Services,"615 Oliver Ct., Corpus Christi, TX 78408",(361) 884-0651,http://www.catholiccharities-cc.org 	kseger@diocesecc.org
Catholic Charities of Odessa - Immigration Program,"2500 Andrews Hwy, Odessa, TX 79761",(432) 332-1387,http://www.ccodessa.org 
Catholic Charities of Southeast Texas - Immigration Services,"2780 Eastex Fwy, Beaumont, TX 77703",(409) 924-4400,http://www.catholiccharitiesbmt.org 	agarza@catholiccharitiesbmt.org
Catholic Charities of the Archdiocese of Galveston-Houston - St. Frances Cabrini Center for Immigrant Legal Assistance,"2900 Louisiana St, Houston, TX 77006",(713) 874-6570,http://www.catholiccharities.org/en/cms/70 	wabdin@catholiccharities.org
Catholic Charities of the Texas Panhandle - Immigration Services (Amarillo Office),"200 S. Tyler St, 2nd Floor, Amarillo, TX 79105",(806) 350-4606	(806) 376-4571,http://cctxp.com 	slohony@cctxp.org
"Catholic Social Services of Laredo, Inc.","1919 Cedar Ave, Laredo, TX 78040",(956) 722-2443,http://thedioceseoflaredo.org/index.php?id=84 
Center Against Sexual & Family Violence,"580 Giles St., El Paso, TX 79915",(915) 595-2238,http://www.casfv.org 	eaguirre@casfv.org
Central American Resource Center (Houston Office),"6006 Bellaire Blvd, Suite 100, Houston, TX 77081",(713) 665-1284,carecenhouston@gmail.com
Clinica De Inmigracion De San Jose,"716 W. Garza St., Del Rio, TX 78840",(830) 774-8742,lacasa@stx.rr.com
"Diocesan Migrant and Refugee Services, Inc.","2400A E. Yandell Dr., El Paso, TX 79903",(915) 532-3975,http://www.dmrs-ep.org 	info@dmrs-ep.org
Diocese of Brownsville - Immigration Services (San Juan Office),"700 N. Virgen de San Juan Blvd, San Juan, TX 78589",(956) 784-5057,http://www.cdob.org 	sacuna@cdob.org
Equal Justice Center,"510 South Congress Avenue, Suite 206, Austin, TX 78704",(888) 670-6854,http://www.equaljusticecenter.org 
Hispanic American Association of East Texas - Immigrant Service Center,"1111 E. Erwin St, Tyler, TX 75702",(903) 595-0066,http://hispaniccenter.org 	hispaniccenter@sbcglobal.net
Human Rights First (Houston Office),"1303 San Jacinto St., 9th Floor, Houston, TX 77002",(713) 955-1360,http://www.humanrightsfirst.org 	Houston@humanrightsfirst.org
Human Rights Initiative of North Texas,"2801 Swiss Ave, Dallas, TX 75204",(214) 855-0520,http://www.hrionline.org 	info@hrionline.org
Iglesia Del Hogar Centro De Asistencia De Inmigracion,"1071 W. Kirk Pl., San Antonio, TX 78226",(210) 433-9993,bdr46@sbcglobal.net
Immigration Counseling Center,"6430 Richmond Ave, Suite 450, Houston, TX 77057",(713) 953-0047,icci@peoplepc.com
Immigration Service and Aid Center,"8019 S Pan Am Expressway, San Antonio, TX 78224",(210) 326-3273,http://www.isaacproject.org 	isaac@bua.edu
International Emergency and Development Aid (IEDA Relief),"10101 Fondren Rd, Suite 570, Houston, TX 77096",(713) 774-2522,http://www.iedarelief.org 	thonyn@iedarelief.org
International Rescue Committee (Abilene Office),"3303 N. 3rd St., Suite D, Abilene, TX 79603",(325) 675-5643,http://www.rescue.org 	abilene@rescue.org
International Rescue Committee (Dallas Office),"6500 Greenville Ave., Suite 500, Dallas, TX 75206",(214) 461-9781,http://www.rescue.org 	Dallas@rescue.org
Justice For Our Neighbors (DFW Office),"422 Church St, Forbes House, Grapevine, TX 76051",(817) 310-3820,https://www.jfondfw.org 
Justice For Our Neighbors (Houston Office),"2220 Broadway Street, Houston, TX 77012",(713) 454-6470,http://www.jfonhouston-etx.org 
Kids in Need of Defense (Houston Office),"1303 San Jacinto Street, Floor 9, Houston, TX 77002",(832) 779-4030,http://www.supportkind.org 	info@supportkind.org
La Union del Pueblo Entero (Alton Office),"220 W. Dawes Avenue, Suite B, Alton, TX 78573",(956) 584â3636,http://lupenet.org 	lupe@lupenet.org
La Union del Pueblo Entero (Mercedes Office),"1225 N. Fm 491, Mercedes, TX 78570",(956) 565â2761,http://lupenet.org 	lupe@lupenet.org
La Union del Pueblo Entero (San Juan Office),"PO Box 188, (Corner of Cesar Chavez Road and Business 83), San Juan, TX 78589",(956) 787-2233,http://lupenet.org 	lupe@lupenet.org
Las Americas Immigrant Advocacy Center,"1500 E. Yandell Dr., El Paso, TX 79902",(915) 544-5126,http://las-americas.org 	lasamericas106@las-americas.org
Light of Hope Immigration Law Center,"1339 19th St, Plano, TX 75074",(469) 229-0590,http://www.lohimmigration.org 	baptist_center@hotmail.com
Memorial Assistance Ministries,"1625 Blalock Road, Houston, TX 77080",(713) 468-4516,http://www.maministries.org/legal 	rbarajas@maministries.org
Mission Waco Legal Services,"1226 Washington Ave., Waco, TX 76701",(254) 296-9866 ext. 212,http://www.missionwacolegalservices.org 	legalservices@missionwaco.org
"Mosaic Family Services, Inc.","4144 N. Central Expressway, Suite 530, Dallas, TX 75204",(214) 821-5393,http://www.mosaicservices.org 	home@mosaicservices.org
Neighborhood Centers Inc. - Immigration Department,"6500 Rookin St., Suite 104-B, Houston, TX 77074",(713) 273-3707,http://www.immigrationforgood.org 	Immigration@neighborhood-centers.org
New Hope Immigration Services,"3420 Broadway Blvd., Suite 125, Garland, TX 75043",(972) 240-3030,http://www.newhopeims.org 	hnewhopeservices@aol.com
"Opening Doors International Services, Inc.","2200 N. Bell Ave., Denton, TX 76209",(940) 382-0096,http://www.OpeningDoorsIS.org 	info@odisinc.org
"Proyecto Inmigrante ICS, Inc. (Dallas Office)","415 E. Airport Freeway, Suite 150, Irving, TX 75062",(888) 793-2182 ext. 3201,http://www.proyectoinmigrante.org 	media.dept@proyectoinmigrante.org
"Proyecto Inmigrante ICS, Inc. (Fort Worth Office)","6850 Manhattan Blvd., Suite 200, Fort Worth, TX 76120",,1-888-793-2182	http://www.proyectoinmigrante.org 	immig.dept@proyectoinmigrante.org
"Proyecto Inmigrante ICS, Inc. (Texoma Office)","1300 14th Street, Wichita Falls, TX 76301",(940) 766-5533,http://proyectoinmigrante.org 	douglas.interiano@proyectoinmigrante.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (Austin - Caritas Building)","611 Neches Street, Austin, TX 78701",(512) 994-2199,http://www.raicestexas.org/ 	info@raicestexas.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (Austin Main Office)","2800 IH-35 South, Suite 215, Austin, TX 78704",(512) 994-2199,http://www.raicestexas.org/ 	info@raicestexas.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (Corpus Christi Office)","403 Waco St., Corpus Christi, TX 78401",(361) 693-5838,http://www.raicestexas.org 	info@raicestexas.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (Dallas Office)","503 W Jefferson Blvd, Dallas, AL 75208",(214) 295-9554,http://www.raicestexas.org 	info@raicestexas.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (Fort Worth Office)","4200 South Freeway, Suite 702, Fort Worth, TX 76115",(817) 717-9377,http://www.raicestexas.org 	info@raicestexas.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (San Antonio Central Office)","1305 N. Flores St., San Antonio, TX 78212",(210) 226-7722,http://www.raicestexas.org 	info@raicestexas.org
"Refugee and Immigrant Center for Education and Legal Services, Inc. (San Antonio North Office)","5121 Crestway Drive, #105, San Antonio, TX 78239",(210) 226-7722,http://www.raicestexas.org 	info@raicestexas.org
Refugee Services of Texas (Austin Office),"500 E. St. John's, Suite 1.280, Austin, TX 78752",(512) 472-9472,http://www.rstx.org 	austin@rstx.org
Refugee Services of Texas (Dallas Office),"9696 Skillman Street, Suite 320, Dallas, TX 75243",(214) 821-4883,http://www.rstx.org 	dallas@rstx.org
Somali Bantu Community of Greater Houston,"6666 Harwin Dr., Suite 260, Houston, TX 77036",(713) 995-1070,http://www.sbcgh.org 	omar@sbcgh.org
"South Texas Immigration Council, Inc. (Brownsville Office)","4 E. Levee St., Brownsville, TX 78520",(956) 542-1991,maggiestic88@hotmail.com 
"South Texas Immigration Council, Inc. (Harlingen Office)","4793 W. Expressway 83, Harlingen, TX 78552",(956) 425-6987,
"South Texas Immigration Council, Inc. (McAllen Office)","1205 Galveston Street, McAllen, TX 78501",(956) 542-1991,maggiestic88@hotmail.com 
South Texas Pro Bono Asylum Representation Project,"222 E. Van Buren Ave., Suite 300, Harlingen, TX 78550",(956) 425-9231,http://www.americanbar.org/probar 	probar@abaprobar.org
St. Mary's University School of Law - Center for Legal and Social Justice,"2507 N.W. 36th St., San Antonio, TX 78228",(210) 431-2596,https://law.stmarytx.edu 
Texas Civil Rights Project (El Paso Office),"1317 E. Rio Grande Ave, El Paso, TX 79902",(915) 532-3799,http://www.texascivilrightsproject.org 
Texas Civil Rights Project - VAWA Program (Austin Office),"1405 Montopolis Dr., Austin, TX 78741",(512) 474-5073,http://www.texascivilrightsproject.org 	questions@texascivilrightsproject.org
Texas RioGrande Legal Aid (Alpine Office),"114 N. 6th, Alpine, TX 79830",(432) 837-1199,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Austin Office),"4920 N. I-35, Austin, TX 78751",(512) 374-2700,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Brownsville Office),"531 E. St. Francis St, Brownsville, TX 78520",(956) 982-5540,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Corpus Christi Courthouse Office),"901 Leopard, Nueces County Courthouse, Room 105, Corpus Christi, TX 78401",(361) 888-0282,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Corpus Christi Pueblo Office),"3825 Agnes St, Corpus Christi, TX 78405",(361) 880-5420,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Del Rio Office),"902 E. 11th St, Del Rio, TX 78841",(830) 774-8300,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Eagle Pass Office),"542 E. Main St, Eagle Pass, TX 78853",(830) 752-6400,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Edinburg Office),"316 S. Closner Blvd, Edinburg, TX 78539",(956) 393-6200,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (El Paso Office),"1331 Texas Ave, El Paso, TX 79901",(915) 585-5100,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Harlingen Office),"308 E. Harrison Ave, Harlingen, TX 78550",(956) 364-3800,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Laredo Office),"1702 Convent Ave, Laredo, TX 78040",(956) 718-4600,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (San Antonio Office),"1111 N. Main Ave, San Antonio, TX 78212",(210) 212-3700,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Sinton Office),"113 E. Sinton St, Sinton, TX 78387",(361) 364-1133,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Victoria Office),"6502 Nursery Dr., Suite 302, Victoria, TX 77904",(361) 574-7920,http://www.trla.org/index.php 
Texas RioGrande Legal Aid (Weslaco Office),"300 S. Texas St, Weslaco, TX 78596",(956) 447-4800,http://www.trla.org/index.php 
United We Dream (Houston Office),"1900 Kane Street, Suite 116, Houston, TX 77007",(713) 863-1422,https://www.facebook.com/UWDHouston 	karla@unitedwedream.org
University of Texas School of Law - Immigration Clinic,"727 E. Dean Keeton St., Austin, TX 78705",(512) 232-1292,http://www.utexas.edu/law/clinics/immigration 
World Relief (Fort Worth Office),"4059 Bryan Ave, Fort Worth, TX 76110",(817) 924-0748,http://worldrelieffortworth.org 	worldrelieffortworth@wr.org
YMCA of Greater Houston - International Services,"6300 Westpark Dr., Suite 600, Houston, TX 77057",(713) 339-9015,http://www.ymcahouston.org/ymca-international 	immigrationlegalservices@ymcahouston.org
Catholic Community Services of Utah - Immigration & Refugee Resettlement,"745 E. 300 S., Salt Lake City, UT 84102",(801) 977-9119,http://www.ccsutah.org 
Comunidades Unidas / Communities United,"1750 West Research Way, Suite 102, West Valley City, UT 84119",(801) 487-4143,http://www.cuutah.org 	info@cuutah.org
Holy Cross Ministries of Utah - Immigration Services,"860 E. 4500 S, Suite 204, Salt Lake City, UT 84107",(801) 261-3496,http://www.holycrossministries.org 	freception@hcmutah.org
Immigrant Legal Services,"4055 South 700 East, Suite 200, Salt Lake City, UT 84107",(801) 888-9186,http://www.immigrantlegalservices.org 	admin@ilsutah.org
International Rescue Committee (Salt Lake City Office),"221 S 400 W, PO Box 3988, Salt Lake City, UT 84110",(801) 883-8452 or (801) 328-1091 x452,http://www.rescue.org 	SaltLakeCity@theIRC.org
Vermont Law School - South Royalton Legal Clinic,"P.O. Box 117, 190 Chelsea St., South Royalton, VT 05068",(802) 831-1500,http://www.vermontlaw.edu/x11480.xml 	smee@vermontlaw.edu
Ayuda (Falls Church Office),"2755 Hartland Rd, Suite 100, Falls Church, VA 22043",(703) 444-7009,http://www.ayuda.com 
CASA de Virginia,"1455 Old Bridge Rd, Suite # 203, Woodbridge, VA 22192",(571) 421-2211,http://www.wearecasa.org 	jnavarrete@wearecasa.org
Catholic Charities of the Diocese of Arlington - Hogar Immigrant Services,"6201 Leesburg Pike, Suite 307, Falls Church, VA 22044",(703) 534-9805,http://hogarimmigrantservices.org 	hogar@ccda.net
Commonwealth Catholic Charities (Hampton Roads Office),"12284 Warwick Blvd, 1A, Newport News, VA 23606",(757) 247-3600 ext. 306,http://www.cccofva.org 	sheila.marble@cccofva.org
Commonwealth Catholic Charities (Roanoke Office),"820 Campbell Ave S.W., Roanoke, VA 24016",(540) 342-7561 ext. 304,http://www.cccofva.org 	David.Maxey@cccofva.org
International Rescue Committee (Charlottesville Office),"609 E. Market Street, Suite 104, Charlottesville, VA 22902",(434) 979-7772,http://www.rescue.org 	Charlottesville@rescue.org
Just Neighbors Ministry,"5827 Columbia Pike, Suite 320, Falls Church, VA 22041",(703) 979-1240,http://www.justneighbors.org 
Kids in Need of Defense (Washington DC Office),"1300 L Street NW, Suite 1100, Washington, DC 20005",(202) 670-3585,http://www.supportkind.org 	cturner@supportkind.org
Lutheran Social Services - Refugee and Immigration Services (Falls Church Office),"7401 Leesburg Pike, Falls Church, VA 22043",(703) 698-5026 ext. 110 or 127,http://www.lssnca.org 
NewBridges Immigrant Resource Center,"64 West Water Street, Harrisonburg, VA 22801",(540) 438-8295,http://www.newbridgesirc.org 	info@newbridgesirc.org
Northern Virginia Family Service,"6400 Arlington Blvd, Suite 110, Falls Church, VA 22042",(571) 748-2800,http://www.nvfs.org/pages/page.asp?page_id=264019 
"Rappahannock Legal Services, Inc. (Fredericksburg Office)","500 Lafayette Boulevard, Suite 100, Fredericksburg, VA 22401",(540) 371-1105,http://www.rapplegal.com 	rlsfred@rapplegal.com
Tahirih Justice Center (Falls Church Office),"6402 Arlington Blvd, Suite 300, Falls Church, VA 22042",(571) 282 6161,http://www.tahirih.org 	services@tahirih.org
"University of Virginia School of Law, Legal Aid Justice Center - Immigration Clinic","1000 Preston Ave, Suite A, Charlottesville, VA 22903",(434) 977-0553,http://www.law.virginia.edu/html/academics/practical/immigration.htm 
Virginia Poverty Law Center,"919 East Main Street, Suite 610, Richmond, VA 23219",(804) 782-9430 ext. 33,http://www.vplc.org 
Asian Counseling and Referral Service (ACRS),"3639 Martin Luther King Jr. Way S., Seattle, WA 98144",(206) 695-7566,http://www.acrs.org 
Catholic Community Services - Family Immigration (Mount Vernon Office),"300 S First St, Suite C, Mount Vernon, WA 98273",(360) 416-7095 ,http://www.ccsww.org/cils 	donnar@ccsww.org
Catholic Community Services of Western Washington - Catholic Immigration Legal Services (Seattle Office),"100 23rd Ave S., Seattle, WA 98144",(206) 328-6314,http://www.ccsww.org/cils 	AbdiJ@ccsww.org
Colectiva Legal del Pueblo,"14249 Ambaum Boulevard SW, Suite R, Burien, WA 98166",(206) 931-1514,http://www.colectivalegal.org 	info@colectivalegal.org
Interchurch Refugee Ministries - Refugee Resettlement Office,"1610 S. King St., Seattle, WA 98144",(206) 323-3152,http://www.dioceserroseattle.org 	info@rroseattle.org
International Rescue Committee (SeaTac Office),"16256 Military Road South, Suite 206, SeaTac, WA 98188",(206) 431-0333,http://www.rescue.org 	seattle@rescue.org
International Rescue Committee (Seattle Office),"100 S. King St., No. 570, Seattle, WA 98104",(206) 623-2105,http://www.rescue.org 
KIAC - Immigration Legal Services,"802 Dr M.L.K. Way, Bremerton, WA 98337",(360) 616-0479,http://kitsapiac.org 	kiacl@kitsapiac.org
Lutheran Community Services Northwest - Immigration Counseling and Advocacy Program (Vancouver Office),"3600 Main St, Suite 200, Vancouver, WA 98663",(360) 694-5624,http://www.lcsnw.org/vancouver 
Lutheran Community Services Northwest - Refugee Program (Seattle Office),"115 N.E. 100th St, Suite 200, Seattle, WA 98125",(206) 694-5700,http://www.lcsnw.org/services.html 	kschuyler@lcsnw.org
Neighborhood House (Greenbridge Office),"9800 8th Ave S.W., Seattle, WA 98106",(206) 461-4554,http://www.nhwa.org 
Neighborhood House (High Point Office),"6400 Sylvan Way S.W., Seattle, WA 98126",(206) 588-4900,http://www.nhwa.org 
Neighborhood House (New Holly Office),"7315 39th Ave S., Seattle, WA 98118",(206) 760-3601,http://www.nhwa.org 
Neighborhood House (Rainier Vista Office),"4410 29th Ave S., Seattle, WA 98108",(206) 461-4568,http://www.nhwa.org 
Neighborhood House (Yesler Terrace Office),"Japanese Baptist Church, 160 Broadway, Seattle, WA 98122",(206) 461-4522,http://www.nhwa.org 
Northwest Immigrant Rights Project (Granger Office),"121 Sunnyside Ave, Suite 146, PO Box 270, Granger, WA 98932",(509) 854-2100,http://www.nwirp.org 
Northwest Immigrant Rights Project (Seattle Office),"615 2nd Ave, Suite 400, Seattle, WA 98104",(206) 587-4009,http://www.nwirp.org 
Northwest Immigrant Rights Project (Tacoma Office),"402 Tacoma Ave S., Suite 300, Tacoma, WA 98402",(253) 383-0519,http://www.nwirp.org 
Northwest Immigrant Rights Project (Wenatchee Office),"37 S. Wenatchee Avenue, Suite C, Wenatchee, WA 98932",(509) 570-0054,http://www.nwirp.org 
Refugee Women's Alliance,"4008 Martin Luther King Jr. Way, Seattle, WA 98108",(206) 721-0243,http://www.rewa.org 
St. James Immigrant Assistance,"804 Ninth Ave., Seattle, WA 98104",(206) 382-4511,http://www.stjames-cathedral.org/immigrant 	ckoehler@stjames-cathedral.org
Tacoma Community House,"1314 South L St, Tacoma, WA 98405",(253) 383-3951,https://www.tacomacommunityhouse.org 	ycosme@tacomacommunityhouse.org
Ukrainian Community Center of Washington (Mukilteo Office),"12420 Evergreen Dr, Mukilteo, WA 98275",(425) 430-8229,http://www.uccwa.org 
Ukrainian Community Center of Washington (Seattle Office),"13470 Martin Luther King Jr. Way South, Seattle, WA 98178",(425) 430-8229,http://www.uccwa.org 
Ukrainian Community Center of Washington (Tacoma Office),"2014 S. 15th St, Tacoma, WA 98405",(425) 430-8229,http://www.uccwa.org 
Washington New Americans,"1225 S Weller St., Suite 430, Seattle, WA 98144",,1-877-926-3924	http://www.wanewamericans.org 	wna@weareoneamerica.org
World Relief (Spokane Office),"1522 N. Washington, Suite 204/103, Spokane, WA 99201",(509) 321-0327,http://worldreliefspokane.org 	ilsspokane@wr.org
World Relief (Tri-Cities Office),"2600 N. Columbia Center Blvd, Suite 206, Richland, WA 99352",(509) 734-5477,http://worldrelieftricities.org 	smichael@wr.org
World Relief Seattle,"841 Central Ave N., Suite C-106, Kent, WA 98032",(253) 277-1121,http://www.worldreliefseattle.org 	worldrelief@wr.org
Catholic Charities West Virginia - Migration & Refugee Services,"1116 Kanawha Blvd E., Charleston, WV 25301",(304) 343-1036 and (304) 267-3071,http://www.catholiccharitieswv.org 	kkeene@ccwva.org
Catholic Charities WV Eastern Panhandle Immigration and Rural Outreach Office,"224 S. Queen St., Martinsburg, WV 25401",(304) 267-3071,http://www.catholiccharitieswv.org 
Legal Aid of West Virginia,"922 Quarrier St, 4th Floor, Charleston, WV 25301",(304) 343-4481,http://www.lawv.net 
West Virginia University College of Law Immigration Clinic,"WV University College of Law, PO Box 6301, Morgantown, WV 26501",(304) 293-7249,http://law.wvu.edu/clinics/immigration 	cliniclaw@mail.wvu.edu
Catholic Charities of Green Bay (Appleton Office),"214 E. Summer St, Appleton, WI 54911",(920) 734-2601,http://www.newcatholiccharities.org 	charitiesgb@gbdioc.org
Catholic Charities of Green Bay (Green Bay Office),"1825 Riverside Dr, Green Bay, WI 54301",(920) 272-8234,http://www.newcatholiccharities.org 	charitiesgb@gbdioc.org
